name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost2plates,type
Paratha Junction,Yes,No,bad,177,BTM,Quick Bites,"North Indian, Chinese",300,Dine-out
Ambur Hot Dum Biryani,No,No,bad,21,BTM,Quick Bites,Biryani,200,Dine-out
SGS Non Veg - Gundu Pulav,Yes,No,good,41,BTM,Quick Bites,"Biryani, Fast Food",400,Dine-out
Prawn Crunch,Yes,No,bad,7,BTM,Quick Bites,others,400,Dine-out
Masale Daan,Yes,No,good,0,BTM,Quick Bites,North Indian,350,Dine-out
Nammura Donne Biriyani,Yes,No,good,68,BTM,Quick Bites,"Andhra, Biryani",300,Dine-out
Mahesh Friends Food Center,Yes,No,bad,127,BTM,Quick Bites,"Chinese, North Indian",300,Dine-out
Public Khana,Yes,No,bad,17,BTM,Quick Bites,"South Indian, North Indian",200,Dine-out
Sri Lakshmi Dhaba,Yes,No,bad,257,BTM,Quick Bites,North Indian,250,Dine-out
Rana Vada Pav,Yes,No,good,0,BTM,Quick Bites,others,250,Dine-out
Tangerine - Davanam Sarovar Portico Suites,Yes,Yes,insane,150,others,Casual Dining,others,1100,Dine-out
Fabindia Cafe,No,No,insane,221,others,Cafe,others,200,Dine-out
The Yogisthaan Cafe,Yes,No,insane,60,others,Cafe,others,600,Dine-out
Gallop Bar - Davanam Sarovar Portico Suites,No,No,bad,8,others,others,Finger Food,1600,Dine-out
Pai's Kitchen,No,No,bad,11,others,Quick Bites,South Indian,200,Dine-out
Royal Lunch Home,No,No,good,0,others,Quick Bites,North Indian,150,Dine-out
Truffles,No,No,insane,14654,Koramangala 5th Block,others,others,900,Dine-out
The Black Pearl,No,Yes,insane,10413,Koramangala 5th Block,"Casual Dining, Bar",others,1400,Dine-out
Koramangala Social,Yes,No,insane,4650,Koramangala 7th Block,others,others,1500,Dine-out
XOOX Brewmill,No,Yes,insane,1533,Koramangala 5th Block,others,others,2000,Dine-out
Gilly's Restobar,No,Yes,insane,3902,Koramangala 5th Block,others,others,1000,Dine-out
Bombay Adda,No,Yes,insane,2225,Koramangala 7th Block,"Casual Dining, Bar",others,1100,Dine-out
Buff Buffet Buff,Yes,Yes,insane,3125,Koramangala 5th Block,"Casual Dining, Bar",others,1500,Dine-out
Levitate Brewery and Kitchen,No,Yes,good,0,JP Nagar,others,others,1500,Dine-out
Biergarten,No,Yes,good,0,Koramangala 5th Block,others,others,2100,Dine-out
Boho,No,Yes,insane,1721,Koramangala 5th Block,Casual Dining,others,1200,Dine-out
Deja Vu Resto Bar,Yes,Yes,insane,2493,Bannerghatta Road,others,others,900,Dine-out
Barbeque Nation,No,Yes,insane,3852,JP Nagar,Casual Dining,others,1600,Dine-out
Sultans of Spice,Yes,Yes,insane,3458,Koramangala 5th Block,Casual Dining,others,1300,Dine-out
The Reservoire,No,Yes,insane,2540,Koramangala 5th Block,others,others,1300,Dine-out
Indigo XP,No,No,insane,2349,Koramangala 5th Block,others,others,1400,Dine-out
Dyu Art Cafe,No,No,insane,3826,Koramangala 5th Block,Cafe,others,800,Dine-out
Brooks and Bonds Brewery,Yes,Yes,insane,3870,Koramangala 5th Block,others,others,1600,Dine-out
Fenny's Lounge And Kitchen,No,Yes,insane,6348,Koramangala 7th Block,others,others,1600,Dine-out
Sharief Bhai,No,Yes,insane,1520,Koramangala 5th Block,Casual Dining,others,700,Dine-out
Asia Kitchen By Mainland China,Yes,Yes,insane,2178,Koramangala 5th Block,"Casual Dining, Bar",others,1500,Dine-out
Ulavacharu,Yes,Yes,good,0,Koramangala 5th Block,Casual Dining,others,900,Dine-out
Brewsky,Yes,Yes,insane,4315,JP Nagar,others,others,1600,Dine-out
ECHOES Koramangala,No,No,insane,3197,Koramangala 5th Block,others,others,750,Dine-out
Bonsouth,Yes,Yes,insane,2616,Koramangala 5th Block,Casual Dining,others,1300,Dine-out
Chianti,No,Yes,insane,4845,Koramangala 5th Block,Casual Dining,others,1500,Dine-out
Village - The Soul of India,No,Yes,insane,2456,JP Nagar,Casual Dining,others,1000,Dine-out
House Of Commons,No,Yes,insane,4390,Koramangala 5th Block,others,others,1000,Dine-out
Hunger Camp,No,Yes,insane,319,JP Nagar,Casual Dining,others,1300,Dine-out
Punjab Bistro,Yes,Yes,insane,455,Koramangala 7th Block,"Casual Dining, Bar",North Indian,1500,Dine-out
Drava,No,Yes,insane,110,Koramangala 5th Block,others,others,1500,Dine-out
The Terrace at Gilly's Redefined,No,Yes,insane,866,Koramangala 4th Block,others,others,1400,Dine-out
The Boozy Griffin,No,Yes,insane,4947,Koramangala 5th Block,others,others,1800,Dine-out
Gramin,Yes,No,insane,3447,Koramangala 7th Block,Casual Dining,North Indian,600,Dine-out
Simon Says Brew Works,No,Yes,insane,1932,Koramangala 5th Block,others,others,1400,Dine-out
Om Made Cafe,No,No,insane,2729,Koramangala 5th Block,Cafe,others,1300,Dine-out
Meghana Foods,Yes,No,insane,7210,Koramangala 5th Block,Casual Dining,others,600,Dine-out
Kesariya,No,Yes,insane,1214,JP Nagar,Casual Dining,others,1200,Dine-out
Three Dots & A Dash,No,Yes,insane,1201,JP Nagar,others,others,1500,Dine-out
Tim Tai,Yes,Yes,insane,3667,Koramangala 5th Block,Casual Dining,others,1400,Dine-out
Myu Bar at Gilly's Redefined,No,Yes,insane,1213,Koramangala 4th Block,others,others,1200,Dine-out
55 Wall Street,No,Yes,good,1771,JP Nagar,others,others,1300,Dine-out
Toscano,Yes,Yes,insane,710,Koramangala 7th Block,Casual Dining,others,1500,Dine-out
By The Blue - Grand Mercure,No,Yes,insane,782,others,Casual Dining,"North Indian, Mughlai",1500,Dine-out
Le Arabia,Yes,No,good,0,JP Nagar,Casual Dining,"North Indian, Mughlai",600,Dine-out
Kobe Sizzlers,No,Yes,insane,1786,Koramangala 5th Block,Casual Dining,others,1000,Dine-out
Public - The Rooftop Bar And Kitchen,No,Yes,insane,956,Bannerghatta Road,"Casual Dining, Bar",others,1000,Dine-out
Happy Brew,No,Yes,insane,2151,Koramangala 5th Block,others,others,1000,Dine-out
Sixth Avenue Cafe And Patisserie,No,No,insane,159,Koramangala 5th Block,others,others,600,Dine-out
Al-Bek,Yes,No,good,682,Jayanagar,Casual Dining,others,650,Dine-out
Big Wong XL,No,Yes,insane,678,Koramangala 5th Block,Casual Dining,others,1400,Dine-out
Nagarjuna,No,No,insane,2296,Koramangala 5th Block,Casual Dining,others,800,Dine-out
Crawl Street,Yes,Yes,insane,2563,Koramangala 5th Block,others,others,1200,Dine-out
Shanmukha,Yes,No,insane,1944,Jayanagar,Casual Dining,others,800,Dine-out
Eshanya,Yes,Yes,insane,1078,Jayanagar,Casual Dining,"North Indian, Chinese",1000,Dine-out
Bob's Bar,No,No,good,0,Koramangala 7th Block,others,others,1000,Dine-out
China Pearl,Yes,Yes,insane,1851,Koramangala 6th Block,Casual Dining,Chinese,1100,Dine-out
Salt - Indian Restaurant Bar & Grill,Yes,Yes,insane,677,Koramangala 7th Block,Casual Dining,others,1500,Dine-out
Kopper Kadai,Yes,Yes,insane,1697,Koramangala 5th Block,Casual Dining,"North Indian, Chinese",1200,Dine-out
Harry's Bar + Cafe,Yes,Yes,insane,1365,Koramangala 7th Block,"Casual Dining, Bar",others,1400,Dine-out
Kritunga Restaurant,No,No,good,1159,Koramangala 5th Block,Casual Dining,others,650,Dine-out
Wok Paper Scissors,Yes,No,insane,1587,Koramangala 5th Block,Casual Dining,others,550,Dine-out
Oye Amritsar,Yes,Yes,insane,1851,Koramangala 6th Block,Casual Dining,North Indian,600,Dine-out
Hunan,No,Yes,insane,2241,Koramangala 5th Block,Casual Dining,"Chinese, Thai, Momos",1100,Dine-out
Two Friends Cauldron,Yes,Yes,insane,454,JP Nagar,Casual Dining,others,700,Dine-out
Beer Adda,Yes,Yes,insane,541,Koramangala 5th Block,others,others,1000,Dine-out
Hungry Hippie,No,Yes,insane,1463,Koramangala 5th Block,Cafe,others,800,Dine-out
Karavali Grand,Yes,No,good,26,Koramangala 5th Block,Casual Dining,others,600,Dine-out
Aasife & Brothers Biriyani Centre,Yes,No,good,120,HSR,Casual Dining,others,600,Dine-out
Dice N Dine,Yes,Yes,insane,1800,Koramangala 5th Block,others,others,900,Dine-out
Empire Restaurant,Yes,No,insane,6875,Koramangala 5th Block,Casual Dining,others,750,Dine-out
Royal Treat,No,No,insane,435,Koramangala 5th Block,Casual Dining,"North Indian, Chinese, Biryani",500,Dine-out
Fava Bistro,Yes,Yes,insane,383,Koramangala 5th Block,"Casual Dining, Bar",others,1500,Dine-out
Nuts Over Salads Cafe,Yes,Yes,insane,197,Koramangala 5th Block,Cafe,others,800,Dine-out
Chinita Real Mexican Food,No,No,insane,729,Koramangala 5th Block,Casual Dining,others,1200,Dine-out
Moghul Durbar Restaurant,No,No,insane,335,Jayanagar,Casual Dining,others,550,Dine-out
YORK St.,Yes,No,insane,939,Koramangala 5th Block,Cafe,others,900,Dine-out
Nourich,Yes,Yes,good,0,JP Nagar,Casual Dining,others,800,Dine-out
Roundup Cafe,Yes,Yes,insane,468,Koramangala 5th Block,Cafe,others,800,Dine-out
Lot Like Crepes,Yes,No,insane,1022,Koramangala 7th Block,others,others,550,Dine-out
The Flying Trapeze,No,Yes,good,0,Koramangala 5th Block,others,others,1500,Dine-out
Crumb Together,Yes,Yes,insane,587,JP Nagar,"Casual Dining, Bar",others,1200,Dine-out
Enerjuvate Studio & Cafe,No,Yes,insane,464,Koramangala 4th Block,Cafe,others,800,Dine-out
Checkpost,Yes,No,insane,956,JP Nagar,Casual Dining,others,600,Dine-out
Market Table,No,Yes,insane,546,Koramangala 5th Block,Cafe,others,900,Dine-out
Baba Chatkora,No,No,good,0,JP Nagar,Casual Dining,North Indian,1000,Dine-out
Bamey's Restro Cafe,Yes,No,insane,532,Koramangala 5th Block,Casual Dining,others,600,Dine-out
Noodle Panda,Yes,No,insane,336,Koramangala 5th Block,Casual Dining,others,800,Dine-out
Karama Restaurant,Yes,No,insane,1555,Koramangala 5th Block,Casual Dining,others,750,Dine-out
Cafe Graffiters,Yes,No,good,22,Koramangala 5th Block,Cafe,others,600,Dine-out
Anjappar,No,No,good,1155,Koramangala 4th Block,Casual Dining,others,650,Dine-out
Mayur,Yes,Yes,good,20,others,Casual Dining,"North Indian, South Indian, Chinese",500,Dine-out
What's In A Name,Yes,Yes,insane,1774,Koramangala 5th Block,others,others,1200,Dine-out
Nandhana Palace,No,Yes,insane,770,Koramangala 4th Block,"Casual Dining, Bar",others,800,Dine-out
Tandoor And Spice,Yes,No,insane,181,JP Nagar,Casual Dining,others,550,Dine-out
Sathya's,No,Yes,insane,759,others,others,"North Indian, Chinese",1200,Dine-out
Galito's,Yes,No,insane,406,Bannerghatta Road,Casual Dining,others,1000,Dine-out
Mr. Beans - Home Cafe,Yes,Yes,insane,2709,others,Cafe,others,1000,Dine-out
154 Breakfast Club,Yes,Yes,insane,1509,others,Cafe,"Cafe, Continental",900,Dine-out
Tunday Kababi,Yes,No,good,1138,Koramangala 5th Block,Casual Dining,others,500,Dine-out
Bottle Breacher,No,Yes,insane,1192,JP Nagar,others,others,1200,Dine-out
Hyderabad Biryaani House,Yes,No,insane,1112,Koramangala 5th Block,Casual Dining,others,750,Dine-out
Rajdhani Thali Restaurant,Yes,Yes,insane,792,Koramangala 7th Block,Casual Dining,North Indian,900,Dine-out
Tibetan Mother's Kitchen,Yes,No,insane,957,Koramangala 7th Block,Casual Dining,others,500,Dine-out
Chung Wah,Yes,No,insane,313,Koramangala 5th Block,Casual Dining,others,800,Dine-out
Naati Manae,Yes,Yes,good,484,Koramangala 5th Block,Casual Dining,others,700,Dine-out
Eagles Pizza,Yes,No,good,14,Koramangala 7th Block,Casual Dining,others,400,Dine-out
Zero Mile Punjab,Yes,Yes,insane,1336,HSR,Casual Dining,"North Indian, Mughlai",800,Dine-out
The Himalayan,No,Yes,insane,320,Koramangala 5th Block,Casual Dining,others,1200,Dine-out
Cafe D'hide,Yes,Yes,insane,869,Koramangala 5th Block,Cafe,others,600,Dine-out
Cafe Medley,Yes,No,insane,1059,Koramangala 5th Block,Cafe,others,800,Dine-out
Indian Coffee House & Restaurant,No,No,insane,674,Koramangala 5th Block,Casual Dining,"South Indian, North Indian, Chinese",650,Dine-out
BEIR,Yes,No,good,0,Bannerghatta Road,Casual Dining,others,800,Dine-out
1722 Urban Bistro,Yes,Yes,insane,218,Koramangala 5th Block,Casual Dining,others,600,Dine-out
Andhra Ruchulu,Yes,Yes,insane,1430,JP Nagar,Casual Dining,others,800,Dine-out
Mani's Dum Biryani,Yes,No,good,778,Koramangala 5th Block,Casual Dining,"Biryani, Kebab",750,Dine-out
Peace Restaurant,Yes,No,good,658,Koramangala 5th Block,Casual Dining,others,500,Dine-out
Fresh Pressery Cafe,Yes,No,insane,137,Koramangala 5th Block,Cafe,others,1200,Dine-out
The Vacationer's Cafe,Yes,No,insane,306,Koramangala 7th Block,Cafe,others,600,Dine-out
Nellore Ruchulu,Yes,No,good,31,Bannerghatta Road,Casual Dining,"North Indian, South Indian, Chinese",800,Dine-out
Tilt Gastro Lounge,No,Yes,insane,1235,Koramangala 5th Block,others,others,1500,Dine-out
Dande's Hyderabad Biryani,Yes,No,good,208,Bannerghatta Road,Casual Dining,others,700,Dine-out
Bistro Oui,Yes,Yes,insane,400,Koramangala 5th Block,others,others,1200,Dine-out
Coastal Mama,No,Yes,insane,466,JP Nagar,Casual Dining,others,700,Dine-out
Zingron,Yes,No,insane,510,Koramangala 7th Block,Casual Dining,others,750,Dine-out
52 Wall Street,No,No,good,737,Koramangala 6th Block,others,others,1400,Dine-out
Bulls N Bears - Bar Trade Xchange,No,Yes,good,144,Koramangala 5th Block,others,others,1000,Dine-out
Zhang's - Chinese Restaurant,Yes,No,insane,588,JP Nagar,Casual Dining,"Chinese, Momos",700,Dine-out
Smally's Resto Cafe,Yes,Yes,insane,1692,Koramangala 5th Block,Cafe,others,650,Dine-out
Johnny Fox,No,No,good,66,others,others,"North Indian, Chinese",1500,Dine-out
The Yellow Tuk-Tuk Cafe,Yes,No,good,16,Koramangala 5th Block,Cafe,others,500,Dine-out
The Egg Factory,Yes,No,insane,1308,JP Nagar,Casual Dining,others,750,Dine-out
Caffe Pascucci,Yes,Yes,insane,790,JP Nagar,Casual Dining,others,1300,Dine-out
Watson's,Yes,Yes,insane,1014,JP Nagar,others,others,1300,Dine-out
Desipun,Yes,Yes,insane,344,Koramangala 5th Block,Casual Dining,North Indian,500,Dine-out
Punjabi Times,Yes,Yes,insane,1027,Bannerghatta Road,Casual Dining,North Indian,1000,Dine-out
D View Cafe,Yes,No,insane,508,JP Nagar,others,others,1000,Dine-out
Little Lucknow,Yes,Yes,insane,235,Koramangala 5th Block,Casual Dining,others,800,Dine-out
Baba Da Dhaba,No,Yes,insane,446,Koramangala 7th Block,Casual Dining,North Indian,650,Dine-out
Sutra Spice-The Resto Bar,No,No,good,31,Koramangala 4th Block,others,others,1000,Dine-out
Crafted Plate,Yes,Yes,insane,239,JP Nagar,others,others,600,Dine-out
Smoke - The Sizzler House,Yes,Yes,insane,1382,Koramangala 7th Block,Casual Dining,others,1100,Dine-out
Kundana,Yes,No,good,111,Bannerghatta Road,Casual Dining,"Andhra, Biryani",800,Dine-out
Onesta,Yes,Yes,insane,4386,JP Nagar,others,others,600,Dine-out
Chai Galli,Yes,No,insane,480,Koramangala 5th Block,Cafe,others,450,Dine-out
Sukh Sagar,Yes,No,good,473,Koramangala 5th Block,Casual Dining,"South Indian, North Indian, Chinese, Street Food",500,Dine-out
JukeBox,No,Yes,good,281,Koramangala 7th Block,"Casual Dining, Bar",others,1000,Dine-out
Barbeque Delight,Yes,No,good,65,Koramangala 5th Block,Casual Dining,others,800,Dine-out
Sherlock's Pub,No,Yes,good,579,Koramangala 5th Block,others,others,1300,Dine-out
Popsies,Yes,No,good,823,Koramangala 5th Block,Casual Dining,"Chinese, Momos",550,Dine-out
Parkview,No,No,insane,130,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out
Chicken County Grand,Yes,No,good,320,Bannerghatta Road,Casual Dining,"North Indian, Chinese",650,Dine-out
Starbucks,No,No,insane,386,JP Nagar,Cafe,"Cafe, Desserts",700,Dine-out
California Burrito,No,No,insane,1223,Koramangala 5th Block,Quick Bites,others,400,Dine-out
Tata Cha,Yes,No,good,31,Koramangala 7th Block,Cafe,others,500,Dine-out
Thalassery Restaurant,Yes,No,good,0,Bannerghatta Road,Casual Dining,others,600,Dine-out
Stoner,Yes,No,insane,2594,Koramangala 5th Block,others,others,500,Dine-out
Meenu Oota Da Maane,Yes,Yes,insane,293,Koramangala 5th Block,Casual Dining,others,800,Dine-out
Over The Top Terrace Lounge,No,Yes,good,1388,Koramangala 5th Block,others,others,1400,Dine-out
Bangaliana,Yes,No,good,452,Koramangala 7th Block,Casual Dining,others,600,Dine-out
Abhiruchi Hotel,Yes,No,bad,12,others,Casual Dining,"North Indian, South Indian, Chinese",500,Dine-out
Ilyazsab Shawarma Cafe,Yes,No,good,0,Jayanagar,Quick Bites,"Fast Food, Rolls",300,Dine-out
Khawa Karpo,No,No,insane,988,Koramangala 5th Block,Quick Bites,others,350,Dine-out
7 Plates,Yes,No,good,259,Koramangala 5th Block,Casual Dining,others,750,Dine-out
Aalishan Restaurant & Caterer,Yes,No,bad,888,Koramangala 7th Block,Casual Dining,"North Indian, Mughlai",650,Dine-out
Biriyani Mane,Yes,No,good,158,Jayanagar,Casual Dining,others,700,Dine-out
Willys Top Cafe,Yes,No,insane,310,Jayanagar,Cafe,others,750,Dine-out
Momo Blues,Yes,No,good,0,Koramangala 5th Block,Quick Bites,others,200,Dine-out
Tandoor Hut,Yes,No,insane,1003,Koramangala 5th Block,Casual Dining,others,700,Dine-out
Azimmo Treat,Yes,No,good,41,HSR,Casual Dining,"North Indian, Chinese",700,Dine-out
Taj Durbar,No,No,good,83,Jayanagar,Quick Bites,others,400,Dine-out
Lounge 189,No,No,good,157,HSR,others,others,1300,Dine-out
Vitamin Palace,No,No,insane,172,Koramangala 7th Block,Cafe,others,650,Dine-out
Curry Leaves,Yes,No,good,232,Jayanagar,Casual Dining,others,600,Dine-out
Axomi - Taste of Assam,Yes,No,insane,610,Koramangala 7th Block,Casual Dining,others,500,Dine-out
Rajanna Military Hotel,Yes,No,insane,164,Jayanagar,Quick Bites,"Biryani, Fast Food",400,Dine-out
Khatta Meetha Teekha,Yes,No,insane,189,Koramangala 6th Block,Quick Bites,others,300,Dine-out
Mavalli Tiffin Room (MTR),No,No,insane,873,JP Nagar,Quick Bites,South Indian,300,Dine-out
Lazeez,Yes,No,bad,908,Koramangala 5th Block,Casual Dining,others,600,Dine-out
Saara's Cafe - SS Lumina Hotel,No,Yes,insane,117,Koramangala 7th Block,Casual Dining,others,800,Dine-out
Tenzin Kitchen,Yes,No,insane,522,Koramangala 7th Block,Quick Bites,others,450,Dine-out
Hatti Punjab Di,No,No,bad,24,HSR,Casual Dining,"North Indian, Chinese",600,Dine-out
Nutri Rich,Yes,No,good,53,Koramangala 7th Block,Quick Bites,others,350,Dine-out
Restro Cafe,Yes,No,good,30,Jayanagar,Cafe,Cafe,400,Dine-out
Breaktime Brew,Yes,No,good,24,Koramangala 7th Block,Cafe,Cafe,550,Dine-out
Uttar Karnataka Meals Restaurant,No,No,good,26,Jayanagar,Quick Bites,South Indian,200,Dine-out
Rajesh Restaurant,Yes,Yes,bad,59,HSR,Casual Dining,others,700,Dine-out
Leon Grill,Yes,No,insane,165,Koramangala 5th Block,Quick Bites,others,500,Dine-out
Hyderabad Bawarchi,No,No,good,118,Jayanagar,Casual Dining,others,800,Dine-out
Gods Own Cafe,Yes,No,insane,384,Koramangala 7th Block,Quick Bites,others,300,Dine-out
Madeena Hotel,Yes,No,good,51,Bannerghatta Road,Quick Bites,others,400,Dine-out
IDC Kitchen,No,No,insane,51,Koramangala 5th Block,Quick Bites,South Indian,200,Dine-out
WTF,Yes,No,insane,90,Koramangala 5th Block,Cafe,"Cafe, Continental",600,Dine-out
Saara's Grill n Spice - SS Lumina Hotel,No,Yes,insane,104,Koramangala 7th Block,Casual Dining,others,1000,Dine-out
30 Square,Yes,No,insane,556,Koramangala 5th Block,Quick Bites,others,400,Dine-out
Biryanis And More,Yes,No,good,0,Koramangala 5th Block,Quick Bites,others,750,Dine-out
Tibetan Kitchen,Yes,No,insane,245,Koramangala 5th Block,Quick Bites,others,600,Dine-out
The Underground Gastropub,No,No,bad,37,Koramangala 5th Block,others,Finger Food,1000,Dine-out
Nouvelle Garden,No,No,good,202,JP Nagar,Casual Dining,others,900,Dine-out
Arya Hungry?,Yes,No,insane,277,Koramangala 7th Block,Quick Bites,North Indian,450,Dine-out
Sardarji Ka Dhaba,Yes,No,insane,750,others,Quick Bites,North Indian,250,Dine-out
Billionaires Cafe,Yes,No,good,47,Koramangala 5th Block,Cafe,others,600,Dine-out
Aami Bangali,Yes,No,bad,66,Koramangala 5th Block,Casual Dining,others,700,Dine-out
12th Main - Grand Mercure,No,Yes,insane,353,others,others,others,2000,Dine-out
Vaho Kafe & Pressery,No,No,good,124,Bannerghatta Road,Cafe,others,500,Dine-out
Side Street Kitchen,No,No,good,0,Koramangala 5th Block,Quick Bites,others,400,Dine-out
New Prashanth Hotel,Yes,No,bad,53,HSR,Casual Dining,others,750,Dine-out
Sarvam,Yes,No,good,122,HSR,Casual Dining,others,550,Dine-out
Biryani Nights,Yes,No,good,19,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",400,Dine-out
Shree Thali,No,No,insane,181,Koramangala 5th Block,others,North Indian,150,Dine-out
City Durbar,Yes,No,good,72,Jayanagar,Casual Dining,"North Indian, Chinese, Biryani",450,Dine-out
Taj Darbar,Yes,No,good,149,Koramangala 5th Block,Casual Dining,others,600,Dine-out
Burger King,Yes,No,good,1043,Koramangala 7th Block,Quick Bites,others,600,Dine-out
Fandom at Gilly's Redefined,No,No,good,103,Koramangala 4th Block,others,Finger Food,1500,Dine-out
Atta Galata,No,No,insane,208,Koramangala 5th Block,Quick Bites,"Bakery, Fast Food",200,Dine-out
Navya Foods,Yes,No,bad,7,HSR,Quick Bites,"North Indian, Fast Food",300,Dine-out
Maxpresso,Yes,No,insane,323,Koramangala 7th Block,Cafe,others,700,Dine-out
Northern Bites,Yes,No,bad,51,Bannerghatta Road,Casual Dining,"North Indian, Chinese",400,Dine-out
Drunken Monkey,Yes,No,good,125,JP Nagar,others,"Beverages, Fast Food",400,Dine-out
Haji Ali Juice Centre,Yes,No,insane,152,Koramangala 5th Block,others,others,350,Dine-out
Embers - Nandhana Grand Hotel,No,No,good,38,Koramangala 6th Block,Casual Dining,others,900,Dine-out
Tawa Ghar Ka,Yes,No,good,331,HSR,Quick Bites,North Indian,350,Dine-out
Kebarbiq,Yes,No,insane,138,Koramangala 7th Block,Casual Dining,others,800,Dine-out
Navami,Yes,No,bad,79,Jayanagar,Casual Dining,others,600,Dine-out
Hotel Parampare,Yes,No,bad,13,Koramangala 7th Block,Casual Dining,others,600,Dine-out
Smoke-A-Pot,Yes,No,bad,10,Koramangala 5th Block,"Takeaway, Delivery",others,500,Dine-out
Spice Code,No,Yes,good,165,JP Nagar,Casual Dining,others,1000,Dine-out
Shri Madhuram,No,No,good,371,HSR,Casual Dining,"South Indian, North Indian",400,Dine-out
Sri Sai 99 Variety Dosa,Yes,No,good,37,Jayanagar,Quick Bites,South Indian,300,Dine-out
Burj Hotel,Yes,No,bad,56,Bannerghatta Road,Quick Bites,"North Indian, Chinese",350,Dine-out
Sonar Bangala,Yes,No,good,76,Koramangala 5th Block,Quick Bites,others,500,Dine-out
Smoor,Yes,No,insane,99,Koramangala 7th Block,others,others,900,Dine-out
Bharat Kitchen,Yes,No,good,20,Koramangala 1st Block,Quick Bites,others,300,Dine-out
Namaste Kitchen,Yes,No,good,172,Koramangala 5th Block,Casual Dining,"North Indian, South Indian, Chinese",400,Dine-out
Maa'r Rannaghor,Yes,No,good,21,JP Nagar,Quick Bites,others,400,Dine-out
